t_s,vx_filt,a,a_raw
2.670020748,0.157961382573093,-0.0797459164878485,-0.101735519941758
2.679612635,0.157192358074135,-0.0750415524974692,-0.0499650704289132
2.689976615,0.15646386333198,-0.0690156856980118,0
2.700003645,0.15578505853691,-0.0649003012664528,-0.0996368198607427
2.709990931,0.155164928193938,-0.0586799426850964,-0.0999825469957569
2.719948754,0.154614680683942,-0.0510311862024227,-0.0498209741095865
2.730004516,0.154143611211225,-0.0428386569746372,-0.0496760829436235
2.740020713,0.153754824917532,-0.0349742680472741,0
2.749990304,0.153444622904577,-0.027478683917293,0
2.760011949,0.153205492062372,-0.0206540183916197,0
2.769995883,0.153031427307976,-0.0142361746763199,-0.0500245608473446
2.779944084,0.15292173470684,-0.00759493187382717,-0.0498283910104962
2.790006489,0.152879448118652,-0.000799578379155959,0
2.799986983,0.152905708838144,0.00581057798123377,0
2.809957616,0.152995375697899,0.0115305849366813,0.0498108643900547
2.82000463,0.15313652401711,0.0159088215706808,0.0497929522423837
2.829982464,0.153313947431711,0.0189420455700132,0
2.839945331,0.15351424168415,0.0205863285101686,-0.0497974881379051
2.850005488,0.153726147981542,0.0210005576185738,0.049752362453867
2.859986516,0.153935117744487,0.0197809012984467,0.0997462668163005
2.869998142,0.15412162069701,0.0166503414973159,0
2.879947566,0.154267476043632,0.0119843399776402,0
2.889999728,0.154361326503726,0.00653045190247073,0
2.899981953,0.154398309644331,0.000841567381815066,0
2.909959913,0.154378124344357,-0.0046972106334246,0
2.920006149,0.154304251777954,-0.00973231707180524,-0.049739687525503
2.930006205,0.154183027474499,-0.014166842042736,0
2.939987256,0.154021182591246,-0.0178665186056547,0.049855296109859
2.950006012,0.153825700550624,-0.0206787522307697,-0.099602608970678
2.960008596,0.153607166262058,-0.0223810414713692,-0.0499035133497521
2.969986495,0.153378516531983,-0.0228498059085763,0.0498681302675288
2.980002957,0.153150298993942,-0.0223354067374901,-0.04981325545734
2.990002882,0.152931442386923,-0.0208913160575201,0
2.999993467,0.152732670931381,-0.0181470209390279,0
3.010009398,0.152568383722154,-0.0137342382135943,-0.0498693723651087
3.01998733,0.152458070454129,-0.00722632828896757,-0.050010041264897
3.029947022,0.152424307905828,0.00137664867607253,-0.0498093859480667
3.040005272,0.152485628127481,0.011209403105849,0.0497138346776497
3.050003439,0.15264912836884,0.0212412370523973,0.0997165310424881
3.060003589,0.152910417119527,0.030606676349115,0
3.069986607,0.153260746724246,0.0390328763377119,0
3.079996701,0.153690805787829,0.0463576658061742,0.0996250504744761
3.090003437,0.154188680239885,0.0524268341793513,0
3.099986196,0.154738791727523,0.0567455858032468,0.049978849643161
3.109953504,0.155320758478614,0.0583651689146606,0.0996144156233936
3.120005163,0.155907202117975,0.0571821091431637,0.0995499186668272
3.129985441,0.156466226886497,0.0532313905007276,0.0999629457792977
3.139954332,0.156969124123179,0.046506714050039,0
3.150005734,0.157397304928246,0.0385813999762395,0
3.159997165,0.157742404679809,0.0302269475763925,0.0499022271122288
3.169986732,0.158001269507316,0.0215857914682262,0.0498730211526212
3.179989864,0.15817396291131,0.013265524314527,0
3.189957962,0.158266198344472,0.00584420826974198,0
